Timestamp;Power_Electricity
2017-05-04 12:15;4727.670898
2017-05-04 12;6537.87207
2017-05-04 12:45;4656.519531
2017-05-04 13:00;6667.141113
2017-05-04 13:15;9698.371094
2017-05-04 13;10247.21875
2017-05-04 13:45;13803.82324
2017-05-04 14:00;13272.62695
2017-05-04 14:15;12450.62402
2017-05-04 14;13808.63281
2017-05-04 14:45;9164.066406
2017-05-04 15:00;7393.338379
2017-05-04 15:15;6562.369629
2017-05-04 15;6625.727051
2017-05-04 15:45;10192.10547
2017-05-04 16:00;12061.17578
2017-05-04 16:15;13612.30762
2017-05-04 16;13942.36621
2017-05-04 16:45;10275.96875
2017-05-04 17:00;6360.259766
2017-05-04 17:15;6656.865234
2017-05-04 17;7825.834961
2017-05-04 17:45;13470.1582
2017-05-04 18:00;11812.71484
2017-05-04 18:15;13790.99023
2017-05-04 18;9474.796875
2017-05-04 18:45;4789.696777
2017-05-04 19:00;6903.164551
2017-05-04 19:15;11273.50781
2017-05-04 19;13525.67383
2017-05-04 19:45;13870.10059
2017-05-04 20:00;11507.85352
2017-05-04 20:15;6729.237305
2017-05-04 20;7028.809082
2017-05-04 20:45;9170.43457
2017-05-04 21:00;13705.74707
2017-05-04 21:15;13881.55859
2017-05-04 21;10948.11523
2017-05-04 21:45;6384.3125
2017-05-04 22:00;6101.629883
2017-05-04 22:15;-5047.218262
2017-05-04 22;-7707.000977
2017-05-04 22:45;-7813.676758
2017-05-04 23:00;-7694.255371
2017-05-04 23:15;-6176.359863
2017-05-04 23;-5860.069824
2017-05-04 23:45;-9818.138672
2017-06-04 00:00;-8061.729492
2017-06-04 00:15;-7914.648926
2017-06-04 00;-7808.085449
2017-06-04 00:45;-5989.881348
2017-06-04 01:00;-7740.644531
2017-06-04 01:15;-6205.137207
2017-06-04 01;-8093.454102
2017-06-04 01:45;-9625.546875
2017-06-04 02:00;-7279.658691
2017-06-04 02:15;-7916.317383
2017-06-04 02;-7951.651367
2017-06-04 02:45;-8078.586914
2017-06-04 03:00;-6943.897461
2017-06-04 03:15;-7888.939453
2017-06-04 03;-7878.713867
2017-06-04 03:45;-7805.587891
2017-06-04 04:00;-7802.210449
2017-06-04 04:15;-7899.272949
2017-06-04 04;-7996.136719
2017-06-04 04:45;-8320.40918
2017-06-04 05:00;-8652.030273
2017-06-04 05:15;-8020.276367
2017-06-04 05;-8064.689941
2017-06-04 05:45;-3199.699707
2017-06-04 06:00;380.6200256
2017-06-04 06:15;-2223.30542
2017-06-04 06;-6131.373047
2017-06-04 06:45;1098.311768
2017-06-04 07:00;432.2779846
2017-06-04 07:15;7374.611816
2017-06-04 07;7788.584961
2017-06-04 07:45;7858.870605
2017-06-04 08:00;4193.59668
2017-06-04 08:15;1621.765381
2017-06-04 08;3809.475342
2017-06-04 08:45;1294.470581
2017-06-04 09:00;1083.405396
2017-06-04 09:15;1786.852905
2017-06-04 09;4006.107422
2017-06-04 09:45;9175.418945
2017-06-04 10:00;8824.411133
2017-06-04 10:15;16918.61523
2017-06-04 10;8207.246094
2017-06-04 10:45;10171.47656
2017-06-04 11:00;6463.132324
2017-06-04 11:15;9675.637695
2017-06-04 11;12111.57227
2017-06-04 11:45;13706.2959
2017-06-04 12:00;16889.28906
2017-06-04 12:15;14707.13574
2017-06-04 12;17259.59766
2017-06-04 12:45;11411.05957
2017-06-04 13:00;7064.44873
2017-06-04 13:15;9189.460938
2017-06-04 13;10160.05469
2017-06-04 13:45;15903.16602
2017-06-04 14:00;14436.50488
2017-06-04 14:15;17042.64844
2017-06-04 14;14323.8418
2017-06-04 14:45;8252.419922
2017-06-04 15:00;9204.672852
2017-06-04 15:15;9304.454102
2017-06-04 15;16331.61035
2017-06-04 15:45;14690.53223
2017-06-04 16:00;14438.93945
2017-06-04 16:15;12575.78027
2017-06-04 16;7495.75293
2017-06-04 16:45;9563.958984
2017-06-04 17:00;11264.51953
2017-06-04 17:15;15318.93359
2017-06-04 17;14320.93066
2017-06-04 17:45;12185.85059
2017-06-04 18:00;9085.027344
2017-06-04 18:15;4625.772461
2017-06-04 18;7520.00293
2017-06-04 18:45;10644.08398
2017-06-04 19:00;13783.16113
2017-06-04 19:15;13901.71191
2017-06-04 19;9932.422852
2017-06-04 19:45;6746.429688
2017-06-04 20:00;5216.095703
2017-06-04 20:15;13204.16602
2017-06-04 20;14174.8457
2017-06-04 20:45;11713.71777
2017-06-04 21:00;8539.708984
2017-06-04 21:15;6501.272949
2017-06-04 21;7094.992676
2017-06-04 21:45;6029.979004
2017-06-04 22:00;5969.674805
2017-06-04 22:15;3980.376465
2017-06-04 22;-103.9097214
2017-06-04 22:45;-81.72070313
2017-06-04 23:00;-1657.095947
2017-06-04 23:15;-82.44165039
2017-06-04 23;-5271.133789
2017-06-04 23:45;-10084.71484
2017-07-04 00:00;-7981.048828
2017-07-04 00:15;-6002.737793
2017-07-04 00;-9712.899414
2017-07-04 00:45;-8038.105469
2017-07-04 01:00;
2017-07-04 01:15;-6179.429199
2017-07-04 01;-7981.40332
2017-07-04 01:45;-7963.994141
2017-07-04 02:00;-8535.037109
2017-07-04 02:15;-7975.36084
2017-07-04 02;-8185.068359
2017-07-04 02:45;-7398.511719
2017-07-04 03:00;-8130.979004
2017-07-04 03:15;-7849.62793
2017-07-04 03;-8016.77002
2017-07-04 03:45;-8041.765137
2017-07-04 04:00;-8043.509277
2017-07-04 04:15;-7150.571777
2017-07-04 04;-9916.72168
2017-07-04 04:45;-8295.008789
2017-07-04 05:00;-8068.247559
2017-07-04 05:15;-8194.34375
2017-07-04 05;-9920.389648
2017-07-04 05:45;-3717.656494
2017-07-04 06:00;-372.0526733
2017-07-04 06:15;-439.1598511
2017-07-04 06;-454.944519
2017-07-04 06:45;-258.4049683
2017-07-04 07:00;-206.4373322
2017-07-04 07:15;-226.8676758
2017-07-04 07;-221.217041
2017-07-04 07:45;-772.6838379
2017-07-04 08:00;-4147.334473
2017-07-04 08:15;-5471.929199
2017-07-04 08;-7317.638184
2017-07-04 08:45;2720.337646
2017-07-04 09:00;9630.473633
2017-07-04 09:15;8013.706543
2017-07-04 09;10264.25
2017-07-04 09:45;8172.034668
2017-07-04 10:00;1034.373901
2017-07-04 10:15;4012.493652
